transactionId,transactionType,transactionDate,transactionStatus,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,failureReason
TXN000907,REFUND,2025-01-01 13:05:50,,Blackwell Ltd,PLC,POS-5391,East Paulfurt,840.12,Matthew Aguilar,RUPAY,INR,
TXN000908,CASHBACK,2024-09-09 13:05:50,,Rodriguez-Harris,PLC,POS-9912,Richardberg,656.32,Stephanie Goodwin,VISA,EUR,
TXN000909,CASHBACK,2024-08-08 13:05:50,,Orozco-Mckenzie,Group,POS-1665,Greenmouth,453.06,Alice Johnson,RUPAY,INR,
TXN000910,REFUND,2025-03-25 13:05:50,,"Gibson, Perry and Robbins",and Sons,POS-1764,North Kara,40.98,Jennifer Hurst,AMEX,GBP,
TXN000911,REFUND,2025-03-20 13:05:50,,"Moreno, Warner and Stevenson",and Sons,POS-1378,Kylebury,539.59,Marie Young,MASTERCARD,INR,
TXN000912,PURCHASE,2024-07-29 13:05:50,,"Mendez, Collins and Vasquez",LLC,POS-3558,Vaughanstad,787.58,Patrick Cooper,MASTERCARD,GBP,
TXN000913,CASHBACK,2025-05-25 13:05:50,,Ortega Inc,and Sons,POS-5198,Jessicafort,389.72,Travis Waller,VISA,INR,
TXN000914,REFUND,2025-05-03 13:05:50,,"Watson, Ellis and Mitchell",LLC,POS-7736,Rosstown,810.22,Roger Martinez,RUPAY,USD,
TXN000915,REFUND,2024-12-14 13:05:50,,Nguyen-Roberts,PLC,POS-6855,New Jeffrey,791.46,Cheryl Green,AMEX,GBP,
TXN000916,REFUND,2024-12-20 13:05:50,,Robinson Group,Group,POS-5278,Alexandraberg,17.0,Charles Jones MD,RUPAY,INR,
TXN000917,PURCHASE,2025-06-01 13:05:50,,"King, Gonzalez and Bailey",LLC,POS-6189,South Melissaland,22.56,Maria Hall,RUPAY,EUR,
TXN000918,CASHBACK,2024-12-13 13:05:50,,Taylor and Sons,Inc,POS-5068,West Tammy,935.66,Brett Ortiz,RUPAY,INR,
TXN000919,PURCHASE,2025-07-10 13:05:50,,"Austin, Nguyen and Garcia",Group,POS-4392,New Gabrieltown,638.67,Lisa White,VISA,EUR,
TXN000920,REFUND,2025-06-05 13:05:50,,Henderson-Harper,Group,POS-4359,Tuckerberg,168.3,Samuel Hayes,RUPAY,INR,
TXN000921,REFUND,2025-04-29 13:05:50,,"Browning, Stevens and Potts",PLC,POS-4938,Andreaview,652.54,Ronald Smith,RUPAY,USD,
TXN000922,PURCHASE,2024-11-12 13:05:50,,Garcia-Mckinney,and Sons,POS-2087,Lake Andrew,13.02,Matthew Little,RUPAY,INR,
TXN000923,PURCHASE,2024-10-28 13:05:50,,Gordon-Richards,PLC,POS-9899,Watersview,989.86,Andrew Patel,AMEX,INR,
TXN000924,PURCHASE,2025-04-15 13:05:50,,"Rivera, Hodge and Martin",LLC,POS-6302,New Amanda,409.4,Robert Miller,AMEX,INR,
TXN000925,REFUND,2024-11-14 13:05:50,,Kennedy Inc,Group,POS-7793,Stevenside,185.7,Jason Levine,RUPAY,EUR,
TXN000926,REFUND,2024-12-16 13:05:50,,Wang-Hudson,Ltd,POS-8165,Margarettown,495.61,Yvonne King,AMEX,GBP,
TXN000927,REFUND,2024-09-01 13:05:50,,Acosta LLC,Group,POS-1802,Burkeport,330.11,Bryan Thompson,AMEX,GBP,
TXN000928,PURCHASE,2025-06-01 13:05:50,,Trujillo Group,Inc,POS-9762,South Jennifer,290.45,Daniel Madden,AMEX,GBP,
TXN000929,REFUND,2024-08-17 13:05:50,,"Lawson, Buchanan and Gilbert",Group,POS-8456,Lake Rebecca,990.46,Barbara Bishop,AMEX,GBP,
TXN000930,CASHBACK,2024-12-19 13:05:50,,"Allen, Collins and Smith",Group,POS-9952,Bellchester,42.6,Colton Martinez,AMEX,USD,
TXN000931,REFUND,2025-07-07 13:05:50,,Holloway LLC,LLC,POS-8706,North Tiffany,945.46,Debra Chung,RUPAY,EUR,
TXN000932,CASHBACK,2025-06-18 13:05:50,,Kelly Inc,Inc,POS-5999,West Joview,519.72,Shane Edwards,MASTERCARD,EUR,
TXN000933,CASHBACK,2025-05-21 13:05:50,,Garcia-Gilbert,and Sons,POS-9281,New Daisy,410.85,Sean Rhodes,VISA,INR,
TXN000934,REFUND,2025-01-26 13:05:50,,Thomas-Roberts,Ltd,POS-1836,East Marthaburgh,457.01,Mason Baker,MASTERCARD,USD,
TXN000935,CASHBACK,2024-08-19 13:05:50,,"Robinson, Moore and Ibarra",Ltd,POS-7660,Johnsonmouth,257.79,Brian Mccarthy,AMEX,EUR,
TXN000936,REFUND,2025-04-26 13:05:50,,"Walters, Wood and Sanford",Inc,POS-5039,New Stevenberg,926.17,Joy Nelson,MASTERCARD,GBP,
TXN000937,CASHBACK,2025-03-16 13:05:50,,"Clayton, Wilkinson and Rivera",PLC,POS-4994,Jacobstad,993.44,Kara Bryant,AMEX,INR,
TXN000938,PURCHASE,2024-09-29 13:05:50,,"Wood, Ross and Lopez",Group,POS-6340,East James,157.57,Amy Tyler,RUPAY,EUR,
TXN000939,PURCHASE,2024-09-07 13:05:50,,Garcia-Peterson,Inc,POS-4417,Christineborough,836.47,Ann Hill,MASTERCARD,GBP,
TXN000940,CASHBACK,2025-02-14 13:05:50,,"Herrera, Smith and Abbott",Inc,POS-2303,West Raymond,908.09,Jessica Mcdonald,VISA,INR,
TXN000941,PURCHASE,2025-07-04 13:05:50,,Pope PLC,Ltd,POS-1893,Christineburgh,355.76,Allen Poole,RUPAY,INR,
TXN000942,REFUND,2024-11-08 13:05:50,,Chavez-Johnson,Inc,POS-7172,Codyhaven,282.64,James Scott,AMEX,USD,
TXN000943,CASHBACK,2025-02-02 13:05:50,,Gonzalez-Elliott,Group,POS-7434,Lake Phillip,375.47,Matthew Vincent,MASTERCARD,GBP,
TXN000944,CASHBACK,2024-09-21 13:05:50,,"Heath, Savage and Bishop",Group,POS-7302,New Tinaton,531.55,Jacqueline Carter,AMEX,EUR,
TXN000945,CASHBACK,2025-05-10 13:05:50,,Cole and Sons,Ltd,POS-2246,East Tara,161.85,George Simpson,AMEX,USD,
TXN000946,CASHBACK,2024-08-22 13:05:50,,Strickland Ltd,and Sons,POS-4600,Port Robert,658.25,Sarah Johnson,AMEX,GBP,
TXN000947,CASHBACK,2025-01-21 13:05:50,,Arroyo-Lewis,PLC,POS-2730,Port Ralphside,702.05,Caroline Webb,RUPAY,USD,
TXN000948,PURCHASE,2024-10-13 13:05:50,,Pierce-Castillo,Ltd,POS-7728,North Jamesstad,30.47,Catherine Wolf,RUPAY,EUR,
TXN000949,PURCHASE,2025-06-07 13:05:50,,"Barnett, Larsen and Harper",Ltd,POS-6521,Luishaven,420.9,Mary Peterson,AMEX,EUR,
TXN000950,REFUND,2024-11-24 13:05:50,,"Nelson, Richardson and Faulkner",and Sons,POS-3827,Johnsonstad,634.62,Anna Mathis,AMEX,GBP,
TXN000951,REFUND,2025-05-29 13:05:50,,"Cameron, Benitez and Cortez",and Sons,POS-1030,Paynemouth,347.13,Justin Stephens,AMEX,GBP,
TXN000952,PURCHASE,2024-10-19 13:05:50,,Best Ltd,LLC,POS-5486,Christophermouth,60.65,Jeffrey Gordon,RUPAY,EUR,
TXN000953,REFUND,2024-08-17 13:05:50,,Jones PLC,and Sons,POS-5938,West Peterborough,640.34,Angela Tyler,MASTERCARD,EUR,
TXN000954,CASHBACK,2025-06-12 13:05:50,,"Smith, Hampton and Moore",and Sons,POS-4947,East Kelly,929.83,Shawn Walton,MASTERCARD,GBP,
TXN000955,PURCHASE,2025-05-18 13:05:50,,"White, Browning and Gutierrez",PLC,POS-9471,Port Dawn,358.82,Kelly Carter,AMEX,GBP,
TXN000956,REFUND,2025-03-24 13:05:50,,Myers Group,Inc,POS-2844,West Kayla,837.88,Ryan Richardson,RUPAY,USD,
TXN000957,CASHBACK,2024-09-13 13:05:50,,Torres-Williams,Group,POS-8662,West Jacobland,963.51,Dana Hall,VISA,INR,
TXN000958,CASHBACK,2024-11-15 13:05:50,,Baker LLC,and Sons,POS-2941,North Charlesside,662.28,Kenneth Ross,AMEX,USD,
TXN000959,CASHBACK,2025-01-09 13:05:50,,Kelley Ltd,Inc,POS-1681,New Lauriemouth,910.05,Linda Watkins,MASTERCARD,INR,
TXN000960,CASHBACK,2025-04-16 13:05:50,,Owens Inc,Ltd,POS-6572,North Scottstad,824.4,Rebecca Estrada,MASTERCARD,GBP,
TXN000961,REFUND,2024-09-01 13:05:50,,Lowe Inc,and Sons,POS-9815,East Amanda,821.81,Katherine Wilson,AMEX,INR,
TXN000962,CASHBACK,2024-12-02 13:05:50,,Gonzalez and Sons,PLC,POS-4346,Port Julia,462.64,Chloe Mcbride,AMEX,GBP,
TXN000963,REFUND,2024-11-16 13:05:50,,Miller and Sons,Group,POS-4121,Lake Jillport,168.07,Sean Conner,VISA,EUR,
TXN000964,PURCHASE,2024-11-07 13:05:50,,Gay LLC,Ltd,POS-1021,Amybury,167.9,Catherine Brown,MASTERCARD,EUR,
TXN000965,CASHBACK,2025-05-22 13:05:50,,Snyder Ltd,Ltd,POS-2989,North Mark,849.34,Bradley Lee,MASTERCARD,USD,
TXN000966,PURCHASE,2025-01-06 13:05:50,,"Glover, Jones and Holder",Group,POS-3630,Anthonyfurt,127.89,Donald Walker,AMEX,EUR,
TXN000967,CASHBACK,2024-11-26 13:05:50,,"Lowe, Gaines and Moore",Ltd,POS-1977,Martinezfurt,120.11,Joshua Reid,MASTERCARD,USD,
TXN000968,PURCHASE,2024-10-04 13:05:50,,"Blair, Carr and Snyder",Ltd,POS-2398,Grossburgh,622.56,Karen Brown,VISA,EUR,
TXN000969,REFUND,2024-11-26 13:05:50,,"French, Stewart and Jackson",Group,POS-9596,Port Timothyfurt,913.65,Mark Griffith,MASTERCARD,INR,
TXN000970,CASHBACK,2025-02-18 13:05:50,,Benitez and Sons,Inc,POS-4651,Barkerburgh,328.88,Erin Kelly,MASTERCARD,GBP,
TXN000971,PURCHASE,2025-01-31 13:05:50,,Roberts PLC,PLC,POS-4272,Davisbury,246.2,Ryan Stewart,RUPAY,GBP,
TXN000972,REFUND,2025-06-18 13:05:50,,Powers Group,and Sons,POS-3983,Markfort,613.05,Lisa Romero,VISA,INR,
TXN000973,PURCHASE,2025-06-24 13:05:50,,Welch PLC,PLC,POS-8018,Brownmouth,43.56,Alex Pope,MASTERCARD,INR,
TXN000974,PURCHASE,2024-08-12 13:05:50,,Terry-Long,Ltd,POS-4166,Walkerstad,29.5,Philip Richardson,RUPAY,GBP,
TXN000975,REFUND,2024-08-12 13:05:50,,Brooks Ltd,Inc,POS-8753,Cassandrabury,214.96,Jamie Kaiser,VISA,INR,
TXN000976,REFUND,2024-12-12 13:05:50,,"Robinson, Thomas and Martin",Inc,POS-6428,Milesbury,618.03,Clayton Gray,VISA,USD,
TXN000977,PURCHASE,2024-09-18 13:05:50,,Franklin Inc,Inc,POS-8709,Chandlershire,445.27,Robin Herring,RUPAY,USD,
TXN000978,REFUND,2025-03-15 13:05:50,,Smith-Lopez,Group,POS-1678,Aliciaborough,932.65,Scott Hunt,AMEX,INR,
TXN000979,PURCHASE,2024-12-30 13:05:50,,Davis PLC,PLC,POS-7009,South Daniellehaven,695.83,Amy Ramos,MASTERCARD,EUR,
TXN000980,REFUND,2025-07-09 13:05:50,,Li-Decker,PLC,POS-2725,Deborahberg,58.78,Amanda Hernandez,MASTERCARD,INR,
TXN000981,CASHBACK,2025-05-25 13:05:50,,"Cowan, Phillips and Nguyen",Group,POS-9769,Martinburgh,397.64,Manuel Bartlett,MASTERCARD,EUR,
TXN000982,REFUND,2024-11-29 13:05:50,,"Branch, Elliott and Davidson",LLC,POS-8512,East Adam,226.72,Mr. Aaron Adkins,VISA,EUR,
TXN000983,CASHBACK,2025-05-16 13:05:50,,Jimenez PLC,PLC,POS-6590,Heidiborough,835.41,Derek Martinez,MASTERCARD,USD,
TXN000984,CASHBACK,2025-03-08 13:05:50,,"Smith, Davis and Reynolds",PLC,POS-8096,Wyattborough,906.23,Alisha Barton,MASTERCARD,EUR,
TXN000985,PURCHASE,2024-08-01 13:05:50,,"Buckley, Hill and Evans",Group,POS-4986,New Kathrynland,923.54,David Stewart,MASTERCARD,INR,
TXN000986,REFUND,2025-06-24 13:05:50,,Hall-Powell,Group,POS-2752,Michaelport,817.62,Christopher Lin,RUPAY,INR,
TXN000987,CASHBACK,2025-05-11 13:05:50,,Long and Sons,and Sons,POS-2371,Ashleyberg,120.25,Ivan Herman,MASTERCARD,EUR,
TXN000988,PURCHASE,2025-05-12 13:05:50,,"Hall, Ortega and Allen",Inc,POS-8416,Douglasmouth,205.44,Kathryn Ponce,RUPAY,USD,
TXN000989,REFUND,2024-12-13 13:05:50,,Rhodes-Adams,Ltd,POS-9922,Port Cheryltown,185.83,Pedro Clark,RUPAY,EUR,
TXN000990,CASHBACK,2024-07-20 13:05:50,,Myers-Meyers,PLC,POS-3151,Garciachester,699.66,Anna Perez,AMEX,EUR,
TXN000991,CASHBACK,2025-04-05 13:05:50,,"Hartman, Richmond and Reid",Inc,POS-6875,Teresashire,234.06,Derrick Martin,RUPAY,USD,
TXN000992,REFUND,2024-09-12 13:05:50,,Jones and Sons,Inc,POS-8602,South Linda,51.6,Andre James,AMEX,EUR,
TXN000993,REFUND,2025-04-26 13:05:50,,Melton PLC,Inc,POS-1466,Craigchester,331.96,Joshua Rivera,RUPAY,USD,
TXN000994,CASHBACK,2024-09-09 13:05:50,,Boone-Smith,Ltd,POS-7593,North Albertport,945.13,Christy Smith,AMEX,EUR,
TXN000995,PURCHASE,2024-08-12 13:05:50,,Dunlap Ltd,and Sons,POS-1274,Montgomerybury,480.68,Jacob Hood,MASTERCARD,GBP,
TXN000996,REFUND,2024-09-19 13:05:50,,"Powers, Howard and Smith",Inc,POS-5991,New Katrinashire,941.99,Ryan Rios,VISA,INR,
TXN000997,REFUND,2024-08-12 13:05:50,,Ortiz-Villa,PLC,POS-2495,Andrewstad,25.14,Erin Murray,VISA,GBP,
TXN000998,PURCHASE,2025-05-03 13:05:50,,Dunn-Hamilton,Ltd,POS-2404,Housestad,64.16,Connor Hart,AMEX,INR,
TXN000999,CASHBACK,2025-06-11 13:05:50,,Blankenship Inc,Ltd,POS-2024,South Ericside,823.37,John Munoz,MASTERCARD,USD,
TXN001000,CASHBACK,2025-02-08 13:05:50,,Watts Inc,PLC,POS-6466,New Michaelhaven,608.37,Candace Murphy,RUPAY,USD,
